Subject,downloadUrl,encodingFormat,type,má-podmínky-užití,má-vykonavatele-majetkových-práv-autorských-u-autorského-díla,databáze-chráněná-zvláštními-právy-pořizovatele-databáze,licence-autorského-díla,obsahuje-autorské-dílo,obsahuje-osobní-údaje,obsahuje-více-autorských-děl,originální-databáze,inXSDDateTimeStamp,notation,legalName (cs),má-časový-interval,hasBeginning,hasEnd,coordinates,hasEmail,hasURL,druh (en),druh (cs)
https://blank_Nodes_IRI.org/1360,,,https://slovník.gov.cz/generický/podmínky-užití/pojem/podmínky-užití,,,false,https://creativecommons.org/licenses/by/4.0/,true,false,false,false,,,,,,,,,,,
https://blank_Nodes_IRI.org/1361,,,http://www.w3.org/ns/regorg#RegisteredOrganization,,,,,,,,,,00101460,Turisticko informační centrum (TIC),,,,,,,,
https://blank_Nodes_IRI.org/1057,,,http://schema.org/Schedule,,,,,,,,,,,,https://blank_Nodes_IRI.org/1362,,,,,,,
https://blank_Nodes_IRI.org/1362,,,http://www.w3.org/2006/time#ProperInterval,,,,,,,,,,,,,https://blank_Nodes_IRI.org/1363,https://blank_Nodes_IRI.org/1364,,,,,
https://blank_Nodes_IRI.org/1290,,,http://www.w3.org/2006/time#Instant,,,,,,,,,2021-01-01T01:00:00+01:00,,,,,,,,,,
https://blank_Nodes_IRI.org/1355,,,http://www.w3.org/2006/time#Instant,,,,,,,,,2021-06-18T02:00:00+02:00,,,,,,,,,,
https://blank_Nodes_IRI.org/1363,,,http://www.w3.org/2006/time#Instant,,,,,,,,,2024-12-16T01:00:00+01:00,,,,,,,,,,
https://blank_Nodes_IRI.org/1364,,,http://www.w3.org/2006/time#Instant,,,,,,,,,2024-12-16T01:00:00+01:00,,,,,,,,,,
https://blank_Nodes_IRI.org/1058,,,https://purl.org/geojson/vocab#Point,,,,,,,,,,,,,,,https://blank_Nodes_IRI.org/1365,,,,
https://blank_Nodes_IRI.org/1059,,,http://www.w3.org/2006/vcard/ns#VCard,,,,,,,,,,,,,,,,mailto:info@starezsport.cz,https://www.gotobrno.cz/akce/vanoce-na-lede/,"TIC, Brno city-owned company","TIC, příspěvová organizace města"
https://blank_Nodes_IRI.org/1061,https://www.gotobrno.cz/wp-content/uploads/2024/11/20230303_111655-scaled.jpg,http://www.iana.org/assignments/media-types/image/jpeg,http://schema.org/CreativeWork,https://blank_Nodes_IRI.org/1366,https://blank_Nodes_IRI.org/1367,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/1366,,,https://slovník.gov.cz/generický/podmínky-užití/pojem/podmínky-užití,,,false,https://creativecommons.org/licenses/by/4.0/,true,false,false,false,,,,,,,,,,,
https://blank_Nodes_IRI.org/1367,,,http://www.w3.org/ns/regorg#RegisteredOrganization,,,,,,,,,,00101460,Turisticko informační centrum (TIC),,,,,,,,
https://blank_Nodes_IRI.org/395,,,http://schema.org/Schedule,,,,,,,,,,,,https://blank_Nodes_IRI.org/1368,,,,,,,
https://blank_Nodes_IRI.org/1368,,,http://www.w3.org/2006/time#ProperInterval,,,,,,,,,,,,,https://blank_Nodes_IRI.org/1369,https://blank_Nodes_IRI.org/1370,,,,,
https://blank_Nodes_IRI.org/1356,,,http://www.w3.org/2006/time#Instant,,,,,,,,,2029-01-01T01:00:00+01:00,,,,,,,,,,
https://blank_Nodes_IRI.org/1369,,,http://www.w3.org/2006/time#Instant,,,,,,,,,2024-12-16T01:00:00+01:00,,,,,,,,,,
https://blank_Nodes_IRI.org/1370,,,http://www.w3.org/2006/time#Instant,,,,,,,,,2024-12-16T01:00:00+01:00,,,,,,,,,,
https://blank_Nodes_IRI.org/396,,,https://purl.org/geojson/vocab#Point,,,,,,,,,,,,,,,https://blank_Nodes_IRI.org/1371,,,,
https://blank_Nodes_IRI.org/397,,,http://www.w3.org/2006/vcard/ns#VCard,,,,,,,,,,,,,,,,mailto:kultura@kjm.cz,https://www.gotobrno.cz/akce/jiri-plocek-cestou-k-nadeji/,"TIC, Brno city-owned company","TIC, příspěvová organizace města"
https://blank_Nodes_IRI.org/399,https://www.gotobrno.cz/wp-content/uploads/2017/06/knihovna.jpg,http://www.iana.org/assignments/media-types/image/jpeg,http://schema.org/CreativeWork,https://blank_Nodes_IRI.org/1372,https://blank_Nodes_IRI.org/1373,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/1372,,,https://slovník.gov.cz/generický/podmínky-užití/pojem/podmínky-užití,,,false,https://creativecommons.org/licenses/by/4.0/,true,false,false,false,,,,,,,,,,,
https://blank_Nodes_IRI.org/1373,,,http://www.w3.org/ns/regorg#RegisteredOrganization,,,,,,,,,,00101460,Turisticko informační centrum (TIC),,,,,,,,
https://blank_Nodes_IRI.org/486,,,http://schema.org/Schedule,,,,,,,,,,,,https://blank_Nodes_IRI.org/1374,,,,,,,
https://blank_Nodes_IRI.org/1374,,,http://www.w3.org/2006/time#ProperInterval,,,,,,,,,,,,,https://blank_Nodes_IRI.org/1375,https://blank_Nodes_IRI.org/1376,,,,,
https://blank_Nodes_IRI.org/525,,,https://purl.org/geojson/vocab#Point,,,,,,,,,,,,,,,https://blank_Nodes_IRI.org/1377,,,,
https://blank_Nodes_IRI.org/1375,,,http://www.w3.org/2006/time#Instant,,,,,,,,,2024-12-16T01:00:00+01:00,,,,,,,,,,
https://blank_Nodes_IRI.org/1376,,,http://www.w3.org/2006/time#Instant,,,,,,,,,2024-12-16T01:00:00+01:00,,,,,,,,,,
https://blank_Nodes_IRI.org/487,,,https://purl.org/geojson/vocab#Point,,,,,,,,,,,,,,,https://blank_Nodes_IRI.org/1378,,,,
https://blank_Nodes_IRI.org/488,,,http://www.w3.org/2006/vcard/ns#VCard,,,,,,,,,,,,,,,,,https://www.gotobrno.cz/akce/kumst-live-vol-3/,"TIC, Brno city-owned company","TIC, příspěvová organizace města"
https://blank_Nodes_IRI.org/489,https://www.gotobrno.cz/wp-content/uploads/2024/11/6704da1b33b3c.jpg,http://www.iana.org/assignments/media-types/image/jpeg,http://schema.org/CreativeWork,https://blank_Nodes_IRI.org/1379,https://blank_Nodes_IRI.org/1380,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/1379,,,https://slovník.gov.cz/generický/podmínky-užití/pojem/podmínky-užití,,,false,https://creativecommons.org/licenses/by/4.0/,true,false,false,false,,,,,,,,,,,
https://blank_Nodes_IRI.org/1380,,,http://www.w3.org/ns/regorg#RegisteredOrganization,,,,,,,,,,00101460,Turisticko informační centrum (TIC),,,,,,,,
https://blank_Nodes_IRI.org/701,,,http://schema.org/Schedule,,,,,,,,,,,,https://blank_Nodes_IRI.org/1381,,,,,,,
https://blank_Nodes_IRI.org/1381,,,http://www.w3.org/2006/time#ProperInterval,,,,,,,,,,,,,https://blank_Nodes_IRI.org/1382,https://blank_Nodes_IRI.org/1383,,,,,
https://blank_Nodes_IRI.org/1382,,,http://www.w3.org/2006/time#Instant,,,,,,,,,2024-12-16T01:00:00+01:00,,,,,,,,,,
https://blank_Nodes_IRI.org/526,,,http://www.w3.org/2006/vcard/ns#VCard,,,,,,,,,,,,,,,,mailto:moravskavesnicka@seznam.cz,https://www.gotobrno.cz/akce/leonardovy-stroje-2/,"TIC, Brno city-owned company","TIC, příspěvová organizace města"
https://blank_Nodes_IRI.org/1383,,,http://www.w3.org/2006/time#Instant,,,,,,,,,2024-12-16T01:00:00+01:00,,,,,,,,,,
https://blank_Nodes_IRI.org/702,,,https://purl.org/geojson/vocab#Point,,,,,,,,,,,,,,,https://blank_Nodes_IRI.org/1384,,,,
https://blank_Nodes_IRI.org/703,,,http://www.w3.org/2006/vcard/ns#VCard,,,,,,,,,,,,,,,,mailto:vstupenky@provazek.cz,https://www.gotobrno.cz/akce/nevyletet-z-brna-je-ze-me-zkysla-srna/,"TIC, Brno city-owned company","TIC, příspěvová organizace města"
https://blank_Nodes_IRI.org/704,https://www.gotobrno.cz/wp-content/uploads/2023/11/dscf1090_foto_david_konecny-1.jpg,http://www.iana.org/assignments/media-types/image/jpeg,http://schema.org/CreativeWork,https://blank_Nodes_IRI.org/1385,https://blank_Nodes_IRI.org/1386,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/1385,,,https://slovník.gov.cz/generický/podmínky-užití/pojem/podmínky-užití,,,false,https://creativecommons.org/licenses/by/4.0/,true,false,false,false,,,,,,,,,,,
https://blank_Nodes_IRI.org/1386,,,http://www.w3.org/ns/regorg#RegisteredOrganization,,,,,,,,,,00101460,Turisticko informační centrum (TIC),,,,,,,,
https://blank_Nodes_IRI.org/538,,,http://schema.org/Schedule,,,,,,,,,,,,https://blank_Nodes_IRI.org/1387,,,,,,,
https://blank_Nodes_IRI.org/1387,,,http://www.w3.org/2006/time#ProperInterval,,,,,,,,,,,,,https://blank_Nodes_IRI.org/1388,https://blank_Nodes_IRI.org/1389,,,,,
https://blank_Nodes_IRI.org/1388,,,http://www.w3.org/2006/time#Instant,,,,,,,,,2024-12-16T01:00:00+01:00,,,,,,,,,,
https://blank_Nodes_IRI.org/1389,,,http://www.w3.org/2006/time#Instant,,,,,,,,,2024-12-16T01:00:00+01:00,,,,,,,,,,
https://blank_Nodes_IRI.org/539,,,https://purl.org/geojson/vocab#Point,,,,,,,,,,,,,,,https://blank_Nodes_IRI.org/1390,,,,
https://blank_Nodes_IRI.org/540,,,http://www.w3.org/2006/vcard/ns#VCard,,,,,,,,,,,,,,,,,https://www.gotobrno.cz/akce/lez/,"TIC, Brno city-owned company","TIC, příspěvová organizace města"
https://blank_Nodes_IRI.org/541,https://www.gotobrno.cz/wp-content/uploads/2024/10/00baccc3-lezz-1024x681-1.jpeg,http://www.iana.org/assignments/media-types/image/jpeg,http://schema.org/CreativeWork,https://blank_Nodes_IRI.org/1391,https://blank_Nodes_IRI.org/1392,,,,,,,,,,,,,,,,,
