Subject,type,label,isDistrictAuthority,contractingAuthority,Date Modified,hasEconomicIndicator,Type,Is Referenced By,cup,lot,repairRelatedTo,Relation,Date,entity,hasIter,unit,instabilityGroup,primaryGeographicalFeature,hasStep,value,repairCategory,isMemberOf,isLotOf,lat,long,point,Source,hasAgreement,Publisher,Type,contact,Description,location,amountFinanced,Subject,role,instabilityRelatedTo,procedureType,lithologyType
https://w3id.org/italia/env/ld/ihi/lot/dait@19_0193/xm1,,,,,,https://w3id.org/italia/env/ld/ihi/economicindicator/dait@19_0193/xm1_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://w3id.org/italia/env/ld/ihi/economicindicator/dait@21_5043/xm1_1,,,,,,,,,,,,,,,,Euro,,,,,,,,,,,,,,,,,,,,,,,
https://w3id.org/italia/env/ld/ihi/lotstep/162/062-190,,,,,,,,,,,,,2009-06-03,,,,,,,,,,,,,,,,,,,,,,,,,,
https://w3id.org/italia/env/ld/ihi/lot/maaf@22_0120/xm1,,,,,2023-09-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://w3id.org/italia/env/ld/ihi/authkind/attuat/dait@21_2168/xm1,,,,,,,,,,,,,,004005,,,,,,,,,,,,,,,,,,,,,,,,,
https://w3id.org/italia/env/ld/ihi/intervention/173/07,,,,https://w3id.org/italia/env/ld/ihi/authkind/autbac/173/07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://w3id.org/italia/env/ld/ihi/lot/dait@21_1652/xm1,,,,,,,,,,,,,,,,,,,,,,,,45.6642983648864,10.2028777245573,10.2028777245573 45.6642983648864,,,,,,,,,,,,,
https://w3id.org/italia/env/ld/ihi/intervention/dait@21_0559/xm,,,,https://w3id.org/italia/env/ld/ihi/authkind/autbac/dait@21_0559/xm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://w3id.org/italia/env/ld/ihi/economicindicator/dait@21_2846/xm1_3,,,,,,,_l_importo_lotto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://w3id.org/italia/env/ld/ihi/intervention/dpc@19_2619/xm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VIA ...,,,,,,
https://w3id.org/italia/env/ld/ihi/lotstep/fg036a/101-150,,,,,,,,,,,,,,,,,,,150,,,,,,,,,,,,,,,,,,,,
https://w3id.org/italia/env/ld/ihi/lotstep/034/071-150,,,,,,,,,,https://w3id.org/italia/env/ld/ihi/lot/034/071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://w3id.org/italia/env/ld/ihi/lotstep/dait@21_2567/xm1-184,,,,,,,,,,https://w3id.org/italia/env/ld/ihi/lot/dait@21_2567/xm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://w3id.org/italia/env/ld/ihi/lotstep/cn153a/101-220,,,,,,,,,,https://w3id.org/italia/env/ld/ihi/lot/cn153a/101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://w3id.org/italia/env/ld/ihi/lotstep/249/061-180,,,,,,,,,,,,,,,,,,,180,,,,,,,,,,,,,,,,,,,,
https://w3id.org/italia/env/ld/ihi/lotstep/572/991-130,,,,,,,,,,,,,2001-08-09,,,,,,,,,,,,,,,,,,,,,,,,,,
https://w3id.org/italia/env/ld/ihi/lot/dpc@19_0408/xm1,,,,,,https://w3id.org/italia/env/ld/ihi/economicindicator/dpc@19_0408/xm1_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://w3id.org/italia/env/ld/ihi/economicindicator/dpc@19_3203/xm1_1,,,,,,,_l_or_i_stima_valore_lotto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://w3id.org/italia/env/ld/ihi/agreement/cs167b/10,,,,,,,,,,,,,2010-11-25,,,,,,,,,,,,,,,,,,,,,,,,,,
https://w3id.org/italia/env/ld/ihi/authkind/attuat/dpc@19_5051/xm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ente attuatore,,,
https://w3id.org/italia/env/ld/ihi/instability/03ir290/g11df-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://w3id.org/italia/env/ld/ihi/lot/03ir290/g11,,
https://w3id.org/italia/env/ld/ihi/intervention/211/02,,,,,,,,,,,,,,,,,,,,,,dataset,,,,,,,,,,,,,,,,,
https://w3id.org/italia/env/ld/ihi/agreement/dpc@20_5420/xm,,Nota DPC Calabria 44040 28/07/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://w3id.org/italia/env/ld/ihi/economicindicator/ud026c/101_1,,,,,,,_l_or_i_stima_valore_lotto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://w3id.org/italia/env/ld/ihi/intervention/al013a/10,,,,https://w3id.org/italia/env/ld/ihi/authkind/autbac/al013a/10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://w3id.org/italia/env/ld/ihi/economicindicator/dait@22_0045/xm1_3,,,,,,,_l_importo_lotto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://w3id.org/italia/env/ld/ihi/lot/lt029a/101,,Consolidamento del versante sovrastante la S.S. n.7 Appia al Km 126+380 (Posa in opera di difese passive),,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,
https://w3id.org/italia/env/ld/ihi/lot/08ir197/g11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dato mancante,
https://w3id.org/italia/env/ld/ihi/authkind/autbac/dpc@22_5325/xm,,,,,,,,,,,,,,ab56,,,,,,,,,,,,,,,,,,,,,,,,,
https://w3id.org/italia/env/ld/ihi/agreement/dait@21_3482/xm,,,,,,,,http://www.rendis.isprambiente.it/rendisweb/altri_dec/@DecN$_DecMinIntDAIT_08-11-2021_conallegati.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://w3id.org/italia/env/ld/ihi/lotstep/pn016b/101-120,,,,,,,,,,,,,,,,,,,120,,,,,,,,,,,,,,,,,,,,
https://w3id.org/italia/env/ld/ihi/lot/198/021,,,,,,,,,,,,,,,,,,,,,,,,43.9395985327083,11.0572066926691,11.0572066926691 43.9395985327083,,,,,,,,,,,,,
https://w3id.org/italia/env/ld/ihi/intervention/dait@21_5195/xm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dip_2,,,,,,,,,,
https://w3id.org/italia/env/ld/ihi/authkind/prop/dait@23_1109/xm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ente proponente,,,
https://w3id.org/italia/env/ld/ihi/intervention/01ir114/g1,,,,,,,,,,,,,,,,,,00201_006018,,,,,,,,,,,,,,,,,,,,,
https://w3id.org/italia/env/ld/ihi/economicindicator/258/091_4,,,,,,,l_qe_totgenprog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://w3id.org/italia/env/ld/ihi/lotstep/320/081-125,,Informazione acquisita (o confermata) da interrogazione automatica su BDAP del giorno 2024-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://w3id.org/italia/env/ld/ihi/lithology/001/b11lf-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lf-20
https://w3id.org/italia/env/ld/ihi/authkind/prop/dait@21_2129/xm,,intervento DAIT@21_2129/XM ha ente proponente Comune - CORTANDONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://w3id.org/italia/env/ld/ihi/instability/206/061df-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://w3id.org/italia/env/ld/ihi/lot/206/061,,
https://w3id.org/italia/env/ld/ihi/lot/231/071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Isola S. Nicola  - La Tagliata,,,,,,
https://w3id.org/italia/env/ld/ihi/authkind/autbac/dait@21_2085/xm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,autorità di bacino,,,
https://w3id.org/italia/env/ld/ihi/intervention/dait@23_1851/xm,,,,,,,,,,,,,,,,,,00201_046010,,,,,,,,,,,,,,,,,,,,,
https://w3id.org/italia/env/ld/ihi/lotstep/12ir079/g11-183,,Informazione acquisita (o confermata) da interrogazione automatica su BDAP del giorno 2024-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://w3id.org/italia/env/ld/ihi/economicindicator/056/064_1,,,,,,,,,,,,,,,,,,,,"302749,72",,,,,,,,,,,,,,,,,,,
https://w3id.org/italia/env/ld/ihi/lot/dait@21_2101/xm1,,,,,2022-09-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://w3id.org/italia/env/ld/ihi/intervention/281/99,,,,,,,,,,,,,,,,,,00201_047020,,,,,,,,,,,,,,,,,,,,,
https://w3id.org/italia/env/ld/ihi/authkind/prop/dait@21_1466/xm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ente proponente,,,
https://w3id.org/italia/env/ld/ihi/lot/dait@22_0882/xm1,,,,,,,,,E42E22000010001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://w3id.org/italia/env/ld/ihi/economicindicator/109/081_12,,,,,,,,,,,,,,,,,,,,"32786,21",,,,,,,,,,,,,,,,,,,
https://w3id.org/italia/env/ld/ihi/lotstep/18ir081/g11-152,,,,,,,,,,,,,2022-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,
https://w3id.org/italia/env/ld/ihi/lot/dait@21_0527/xm1,,,,,,https://w3id.org/italia/env/ld/ihi/economicindicator/dait@21_0527/xm1_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://w3id.org/italia/env/ld/ihi/authkind/attuat/239/093,,intervento 239/09 ha ente attuatore Comune - MENDATICA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://w3id.org/italia/env/ld/ihi/lot/dait@21_6620/xm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dato mancante,
