Subject,predicate12,predicate21,predicate6,predicate7,predicate10,predicate1,predicate15,predicate9,predicate8,predicate19,predicate3,predicate5,predicate14,predicate22,predicate16,predicate2,predicate11,predicate17,predicate18,predicate4,predicate13,predicate20
http://example.org/resource/subject93196,,,,,,http://example.org/resource/object61118,,,,,,,,,,,,,,,,
http://example.org/resource/subject49045,,,,,,,http://example.org/resource/object45771,,,,,,,,,,,,,,http://example.org/resource/object37485,
http://example.org/resource/subject43775,,,,,http://example.org/resource/object81746,,,,,,,,,,,,,,,,,
http://example.org/resource/subject68356,http://example.org/resource/object32119,,,,,http://example.org/resource/object32218,,,,,,,,http://example.org/resource/object10890,,,,,,,,
http://example.org/resource/subject71377,,,http://example.org/resource/object89827,,,,,,,,,,,,,,,,,,,
http://example.org/resource/subject74329,,http://example.org/resource/object58566,,,,,http://example.org/resource/object6267,,,,,,,,,,,,,,,
http://example.org/resource/subject87667,,,http://example.org/resource/object12378,,,,,,,,,,,,,,,,,,,
http://example.org/resource/subject58971,http://example.org/resource/object22776,,,,,,,,,,,,,,,,,,,,,
http://example.org/resource/subject869,,,,http://example.org/resource/object5145,,,,,,,,,,,,,,,,,,
http://example.org/resource/subject9397,,,,,,,http://example.org/resource/object63520,,,,,,,,,,,,,,,
http://example.org/resource/subject81174,http://example.org/resource/object15729,,,,,,,,,,,,,,,,,,,http://example.org/resource/object68080,,
http://example.org/resource/subject12442,,,,,,http://example.org/resource/object87752,,,,http://example.org/resource/object46279,,,,,,,,,,,,
http://example.org/resource/subject93919,http://example.org/resource/object73019,,,,,,,http://example.org/resource/object36249,,,,,,,,,,,,,,
http://example.org/resource/subject90587,,,,,,,,http://example.org/resource/object21848,,,,,,,,,,,,,,
http://example.org/resource/subject92635,,,http://example.org/resource/object80188,,,,,,,,,,,,,,,,,,,
http://example.org/resource/subject69672,,,,,http://example.org/resource/object93222,,,,,,,,,,,,,,,,,
http://example.org/resource/subject45995,,,http://example.org/resource/object58028,,,,,,,,,,,,http://example.org/resource/object38132,,,,,,,
http://example.org/resource/subject97274,,,http://example.org/resource/object41557,,,,,,,,,,,,,,,,,,,
http://example.org/resource/subject69482,,,http://example.org/resource/object44057,,,,,,,,,,,,,,,,,,,
http://example.org/resource/subject60728,http://example.org/resource/object78218,,,,,,,,,,,,,,,,,,,,,
http://example.org/resource/subject83584,,http://example.org/resource/object92646,,http://example.org/resource/object50866,,,,,,,,,,http://example.org/resource/object60193,,,,,,,,
http://example.org/resource/subject16710,,,http://example.org/resource/object68544,,,,,,,,,,,,,,,,,,,
http://example.org/resource/subject43168,,,,http://example.org/resource/object12471,,,,,,,,,,,,,,,,,,
http://example.org/resource/subject50773,,,,,http://example.org/resource/object10087,,,,,,,,,,,,,,,,,
http://example.org/resource/subject34224,,,,,,http://example.org/resource/object79051,,,,,,,,,,,,,,,,
http://example.org/resource/subject75164,,,,,,,,http://example.org/resource/object59907,,,,,,,,,,,,,,
http://example.org/resource/subject40007,,,,,,,,http://example.org/resource/object88867,,,,,,,,,,,,,,
http://example.org/resource/subject60950,,,,,,,,http://example.org/resource/object91186,,,,,,,,,,,,,,
http://example.org/resource/subject9030,,http://example.org/resource/object40464,,,,,,,,,,,,,,http://example.org/resource/object19348,,,,,,
http://example.org/resource/subject85994,,,,http://example.org/resource/object97179,,,,,,,,,,,,,,,,,,
http://example.org/resource/subject49972,,,,,,http://example.org/resource/object98562,,,,,,,,,,,,http://example.org/resource/object31696,,,,
http://example.org/resource/subject74134,,,,,http://example.org/resource/object81409,,,,,,,,,,,,,http://example.org/resource/object70189,,,,
http://example.org/resource/subject2407,http://example.org/resource/object4446,,,,,,,,,,,,,,,,,,,,,
http://example.org/resource/subject75507,,http://example.org/resource/object42588,,,,,,,http://example.org/resource/object36416,,,,,,http://example.org/resource/object9293,,,,,,,
http://example.org/resource/subject55375,,,,,,http://example.org/resource/object71676,,,,,,,,,,,,,,,,
http://example.org/resource/subject6231,http://example.org/resource/object8842,,,,,,,,,,,,,,,,,,,,,
http://example.org/resource/subject18399,,,,,,http://example.org/resource/object32740,http://example.org/resource/object86936,,,,,,,,,,,,,,,
http://example.org/resource/subject99267,,,,,,http://example.org/resource/object30890,,,,,,,,,,,,,,,,
http://example.org/resource/subject73592,,,,http://example.org/resource/object92422,,,,,,,,,,,,,,,,,,
http://example.org/resource/subject1865,,,,http://example.org/resource/object81779,,,,,,,,,,,,,,,,,,
http://example.org/resource/subject57043,,,,http://example.org/resource/object59511,,,,,,http://example.org/resource/object1856,,,,,,,,,,,,
http://example.org/resource/subject29251,,,,,http://example.org/resource/object14607,,,,,,,,,,,,,,,,,
http://example.org/resource/subject60533,,,,,http://example.org/resource/object5601,,,,,,,,,,,,,http://example.org/resource/object55726,,,,
http://example.org/resource/subject1485,,,,http://example.org/resource/object85759,,,,,,,,,,,,,,,,,,
http://example.org/resource/subject69218,http://example.org/resource/object14321,,,,,,,,,,,,,,,,,,,,,
http://example.org/resource/subject35503,,,,,,,,,,http://example.org/resource/object87891,,,,,,,,,,,,
http://example.org/resource/subject64009,,http://example.org/resource/object81306,,,,,,,,,,,,,,,,,,,,
http://example.org/resource/subject55908,,http://example.org/resource/object59176,,,,,,,,,,,,,,,,,,,,
http://example.org/resource/subject59453,,,,,,http://example.org/resource/object36339,,,,,,http://example.org/resource/object92655,,,,,,,,,,
http://example.org/resource/subject11256,,http://example.org/resource/object91406,,,,,,,,,,,,,,,,,,,,
http://example.org/resource/subject71887,,,,http://example.org/resource/object25375,,,,,,,,,,,,,,,,,,
http://example.org/resource/subject98706,,,,,,,http://example.org/resource/object30088,,,,,,,,,,,,,,,
http://example.org/resource/subject12210,,,http://example.org/resource/object12466,,,,,,,,,,,http://example.org/resource/object63789,,,,,,,,
http://example.org/resource/subject63847,http://example.org/resource/object3870,,,,,,,,,,,,,,,,,,,,,
http://example.org/resource/subject65515,,,http://example.org/resource/object33183,,,,,,,,,,,,,,,,,,,
http://example.org/resource/subject78853,,,,,,,,http://example.org/resource/object97523,,,,,,,,,,,,,,
http://example.org/resource/subject41838,,,,,,,,,http://example.org/resource/object69402,,,,,,,,,,,,,
http://example.org/resource/subject65325,,,,,,http://example.org/resource/object20608,,,http://example.org/resource/object55742,,,,,,,,,,,,,
http://example.org/resource/subject4888,http://example.org/resource/object61417,,,,,,,,,,,,,,,,,,,,,
http://example.org/resource/subject18032,,,,,,http://example.org/resource/object14227,,,,,,,,,,,,,,,,
http://example.org/resource/subject80590,,,,,,,,,,http://example.org/resource/object39423,,,,,,,,,,,,
http://example.org/resource/subject88371,http://example.org/resource/object67025,,,,,,,,,,,,,,,,,,,,,
http://example.org/resource/subject15904,,,,,,http://example.org/resource/object99962,,,,,,,,,,,,,,,,
http://example.org/resource/subject12572,,,,,,,,http://example.org/resource/object12600,,,,,,,,,,,,,,
http://example.org/resource/subject56844,,,http://example.org/resource/object80932,,,,,,,,http://example.org/resource/object18500,,,,,,,,,,,
http://example.org/resource/subject3306,,,,,,,http://example.org/resource/object17886,,,,,,,,,,,,,,,
http://example.org/resource/subject86304,,,,,,,,,http://example.org/resource/object1585,,,,,,,,,,,,,
http://example.org/resource/subject75312,http://example.org/resource/object2756,,,,,,,,,,,,,,,,,,,,,
http://example.org/resource/subject48614,,,,,,http://example.org/resource/object99632,,,,,,,,,,,,,,,,
http://example.org/resource/subject24937,,,,,,,,,,http://example.org/resource/object6229,,,,,,,,,http://example.org/resource/object22179,,,
http://example.org/resource/subject85210,,,,http://example.org/resource/object53201,,,,,,,,,,,,,,,,,,
http://example.org/resource/subject92575,,,,,"http://example.org/resource/object27984,http://example.org/resource/object79075",,,,,,,,,,,,,,,,,
http://example.org/resource/subject11409,,,,,,,http://example.org/resource/object18737,,,,,,,,,,,,,,,
http://example.org/resource/subject60858,,,,,,,,http://example.org/resource/object46695,,,,,,,,http://example.org/resource/object75816,,,,,,
http://example.org/resource/subject4109,http://example.org/resource/object88684,,,,,,,,,http://example.org/resource/object85056,,,,,,,,,,,,
http://example.org/resource/subject11029,,,,,http://example.org/resource/object31649,,,http://example.org/resource/object47939,,,,,,,,,,,,,,
http://example.org/resource/subject27319,http://example.org/resource/object66074,,,,,,,,,,,,,,,,,,,,,
http://example.org/resource/subject14982,,,,,http://example.org/resource/object37971,,,,,,,,,,,,,,,,,
http://example.org/resource/subject44822,,,,,,,,,,http://example.org/resource/object5638,,,,,,,,,,,,
http://example.org/resource/subject77912,,,,http://example.org/resource/object95706,,,,,,,,,,,,,http://example.org/resource/object45027,,,,,
http://example.org/resource/subject35638,http://example.org/resource/object98053,,,,,,,http://example.org/resource/object7087,,,,,,,,,,,,,,
http://example.org/resource/subject89808,,,,,,,,,,http://example.org/resource/object8763,,,,,,,,,,,,
http://example.org/resource/subject85572,,http://example.org/resource/object84283,,,,,,,,,,,,,,,,http://example.org/resource/object51098,,,,
http://example.org/resource/subject20112,,,,,,,http://example.org/resource/object58348,,,,,,,,,,,,,,,
http://example.org/resource/subject3098,,,,,,,,,,http://example.org/resource/object25494,,,,,,,,,,,,
http://example.org/resource/subject69023,,,,,,,http://example.org/resource/object23310,http://example.org/resource/object9500,,,,,,,,,,,,,,
http://example.org/resource/subject40517,,,,,,,,http://example.org/resource/object84489,,,,,,,,,,,,,,
http://example.org/resource/subject55903,http://example.org/resource/object6285,,,,,,,,,,,,,,,,,,,,,
http://example.org/resource/subject10297,,,,,,,,http://example.org/resource/object5442,,,,,,,,,,,,,,
http://example.org/resource/subject25683,,,,,http://example.org/resource/object66210,,,,,http://example.org/resource/object83030,,,,,,,,,,,,
http://example.org/resource/subject16080,http://example.org/resource/object29983,,,,,,,,,,,,,,,,,,,,,
http://example.org/resource/subject91634,,,,,,,,,http://example.org/resource/object372,,,,,,,,,,,,,
http://example.org/resource/subject6139,,,,,,,,http://example.org/resource/object75514,,,,,,,,,,,,,,
http://example.org/resource/subject56237,http://example.org/resource/object18804,,,,,,,,,,,,,,,,,,,,,
http://example.org/resource/subject74264,,,,,,,,http://example.org/resource/object12471,,http://example.org/resource/object90829,,,,,,,,,,,,
http://example.org/resource/subject94016,,,,,http://example.org/resource/object15962,,,,,,,,,,,,,,,,,
http://example.org/resource/subject23046,,http://example.org/resource/object60316,,,,,,,,,,,,,,,,,,,,
http://example.org/resource/subject38622,,,,,,,http://example.org/resource/object89631,,,,,,,,,,,,,,,
http://example.org/resource/subject14945,,,,,,,http://example.org/resource/object35594,,,,,,,,,,,,,,,
http://example.org/resource/subject46282,,,,http://example.org/resource/object6666,,,,,,,,,,,,,,,,,,
http://example.org/resource/subject55885,,,,,,,,,http://example.org/resource/object11989,,,,,,,,,,,,,http://example.org/resource/object24080
http://example.org/resource/subject15659,http://example.org/resource/object88067,,,,,,,,,,,,,,,,,,,,,
http://example.org/resource/subject2157,,,,,,,http://example.org/resource/object42399,,,,,,,,,,,,,,,
http://example.org/resource/subject33413,,,,,,,,,,http://example.org/resource/object58702,,,,,,,,,,,,
http://example.org/resource/subject32079,http://example.org/resource/object65191,,,,,,,,,,,,,,,,,,,,,
http://example.org/resource/subject86059,,,,,,,,http://example.org/resource/object33153,,,,,,,,,,,http://example.org/resource/object83837,,,
http://example.org/resource/subject96806,,,,,,,,,,http://example.org/resource/object63151,,,,,,,,,,,,
http://example.org/resource/subject52344,,,,,,,,http://example.org/resource/object33369,,,,,,,,,,,,,,
http://example.org/resource/subject11024,,,,,http://example.org/resource/object59839,,http://example.org/resource/object73921,,,,,,,,,,,,,http://example.org/resource/object78494,,
http://example.org/resource/subject96236,,,,,http://example.org/resource/object71049,,,,,,,,,,,http://example.org/resource/object83034,,,,,,
http://example.org/resource/subject34869,http://example.org/resource/object79735,,,,,,,,,,http://example.org/resource/object49938,,,,,,,,,,,
http://example.org/resource/subject27314,,http://example.org/resource/object43759,,,,,,,,,http://example.org/resource/object16533,,,,,,,,,,,
http://example.org/resource/subject60283,,,,,,http://example.org/resource/object35569,,,,,,,,,,,,,,,,
http://example.org/resource/subject71275,,,,,,http://example.org/resource/object46687,,,,,,http://example.org/resource/object55564,,,,,,,,,,
http://example.org/resource/subject90123,,,,,,http://example.org/resource/object37663,,,,,,,,,,,,,,,,
http://example.org/resource/subject79905,,,,,http://example.org/resource/object56952,http://example.org/resource/object93028,,,,,,,,,,,,,,,,
http://example.org/resource/subject11956,,,,,,,,,,http://example.org/resource/object29591,,,,,,,,,,,,
http://example.org/resource/subject35443,,,,,,,,http://example.org/resource/object89069,,,,,,,,,,,,,,
http://example.org/resource/subject31708,http://example.org/resource/object1431,,,,,,,,,,,,,,,,,,,,,
http://example.org/resource/subject79715,,,,http://example.org/resource/object44290,,,,,http://example.org/resource/object29641,,,,,,,,,,,,,
http://example.org/resource/subject81642,,,,,http://example.org/resource/object98906,,,,,,,,,,,,,,,,,
http://example.org/resource/subject77097,,,,,,,http://example.org/resource/object39800,,,,,,,,,,http://example.org/resource/object24512,,,,,
http://example.org/resource/subject90865,,,,,,,,http://example.org/resource/object5914,,,,,,,,,,,,,,
http://example.org/resource/subject12530,,,,,,http://example.org/resource/object86886,,,,,,,,,,,,,,,,
http://example.org/resource/subject29914,,http://example.org/resource/object17421,,,,,,,,,,,,,,,,,http://example.org/resource/object10405,,,
http://example.org/resource/subject21943,,,,,,,,,http://example.org/resource/object49912,,,,,,,,,,,,,
http://example.org/resource/subject62883,,,,,,,,http://example.org/resource/object21204,,,,,,,,,,,,,,
http://example.org/resource/subject50449,,,,,,http://example.org/resource/object69698,,,,,,,,,,,,,,,,
http://example.org/resource/subject55088,,,http://example.org/resource/object63134,,,,,,,,,,,,,,,,,,,
http://example.org/resource/subject46987,http://example.org/resource/object97078,,,,,,,,,,,,,,,,,,,,,
http://example.org/resource/subject1958,,,,,,,http://example.org/resource/object88432,,,,,,,,,,,,,,,
http://example.org/resource/subject19446,,,,,,,,,,,http://example.org/resource/object9859,,,,,,,,,,,
http://example.org/resource/subject97172,,,,http://example.org/resource/object46539,,,,,,,,,,,,,,,,,,
http://example.org/resource/subject73495,http://example.org/resource/object65203,,,,,,,,,,,,,,,,,,,,,
http://example.org/resource/subject18352,,,,http://example.org/resource/object231,,,,,,,,,,,,,,,,,,
http://example.org/resource/subject71808,,,,,,,,,http://example.org/resource/object92119,,,,,,,,,,,,,
http://example.org/resource/subject19256,,,,,,,,http://example.org/resource/object60665,,,,,,,,,,,,,,
http://example.org/resource/subject65265,,,,,,,http://example.org/resource/object75716,,,,,,,,,,,,,,,
http://example.org/resource/subject43826,,,,,http://example.org/resource/object10768,,,,,,,,,,,,,,,,,
http://example.org/resource/subject41588,,,,,,,,,http://example.org/resource/object49726,,,,,,,,,,,,,
http://example.org/resource/subject3436,,,http://example.org/resource/object91120,,,,,,,,,,,,,,,,,,,
http://example.org/resource/subject1198,,http://example.org/resource/object58449,,,,,,,,,,,,,,,,,,,,
http://example.org/resource/subject15844,http://example.org/resource/object51615,,,,,,,,,,,,,,,,,,,,,
http://example.org/resource/subject2342,,,,,,,,,,,http://example.org/resource/object73106,,,,,,,,,,,
http://example.org/resource/subject85720,,,,,,http://example.org/resource/object22933,,,,,,,,,,,,,,,,
http://example.org/resource/subject39331,,,http://example.org/resource/object67276,,,,,,,,,,,,,,,,,,,
http://example.org/resource/subject86624,,,,,http://example.org/resource/object23199,,,,,,,,,,,,,,,,,
http://example.org/resource/subject34502,,,,,,http://example.org/resource/object86335,,,,,,,,,,,,,,,,
http://example.org/resource/subject76536,,,,,,,,,,,http://example.org/resource/object36274,,,,,,,,,,,
http://example.org/resource/subject87528,,,,,,,,"http://example.org/resource/object60889,http://example.org/resource/object4065",,,,,,,,,,,,,,
http://example.org/resource/subject80511,,http://example.org/resource/object53694,,,,,,,,,,,,,,,,,,,,
http://example.org/resource/subject44210,http://example.org/resource/object24166,,,,,,,,,,,,,,,,,,,,,
http://example.org/resource/subject46208,,,http://example.org/resource/object3189,,,,,,,,,,,,,,,,,,,
http://example.org/resource/subject17512,,,,,,,http://example.org/resource/object13183,,,,,,,,,,,,,,,
http://example.org/resource/subject49458,,,http://example.org/resource/object96613,,,,,http://example.org/resource/object73504,,,,,,,,,,,,,,
http://example.org/resource/subject53433,http://example.org/resource/object11476,,,,,,,,,,,,,,,,http://example.org/resource/object79518,,,,,
http://example.org/resource/subject73838,,,http://example.org/resource/object72217,,,,,,,,,,,,,,,,,,,
http://example.org/resource/subject69723,,,,http://example.org/resource/object27826,,,,,,,,,,,,,,,,,,
http://example.org/resource/subject13017,,,,,,,,,"http://example.org/resource/object75987,http://example.org/resource/object75270",,,,,,,,,,,,http://example.org/resource/object73583,
http://example.org/resource/subject35958,,,,,,,,http://example.org/resource/object79435,,,http://example.org/resource/object2484,,,http://example.org/resource/object92819,,,,,,,,
http://example.org/resource/subject27259,,,,,,,,,,http://example.org/resource/object17207,,,,,,,,,,,,
http://example.org/resource/subject10997,,,,,,http://example.org/resource/object47303,,http://example.org/resource/object77154,,,,,,,,,,,,,,
http://example.org/resource/subject17874,,,,,,,http://example.org/resource/object86519,,,,,,,,,,,,,,,
http://example.org/resource/subject91022,,,,,,http://example.org/resource/object53939,,,,,,,,,,,,,,,,
http://example.org/resource/subject52891,,,http://example.org/resource/object1182,,,,,,,,,,,,,,,,,,,
