https://blank_Nodes_IRI.org/78,https://www.gotobrno.cz/wp-content/uploads/2024/12/betlemske-svetlo-u-bohunicke-kaplicky-1.jpg
https://blank_Nodes_IRI.org/78,,http://www.iana.org/assignments/media-types/image/jpeg,http://schema.org/CreativeWork,https://blank_Nodes_IRI.org/1105,https://blank_Nodes_IRI.org/1106
https://blank_Nodes_IRI.org/1105,,,https://slovník.gov.cz/generický/podmínky-užití/pojem/podmínky-užití,,,false,https://creativecommons.org/licenses/by/4.0/,true,false,false,false
https://blank_Nodes_IRI.org/1106,,,http://www.w3.org/ns/regorg#RegisteredOrganization,,,,,,,,,00101460,Turisticko informační centrum (TIC)
https://blank_Nodes_IRI.org/910,,,http://schema.org/Schedule,,,,,,,,,,,https://blank_Nodes_IRI.org/1107
https://blank_Nodes_IRI.org/1107,,,http://www.w3.org/2006/time#ProperInterval,,,,,,,,,,,,https://blank_Nodes_IRI.org/1108,https://blank_Nodes_IRI.org/1109
https://blank_Nodes_IRI.org/1108,,,http://www.w3.org/2006/time#Instant,,,,,,,,,,,,,,2024-12-24T01:00:00+01:00
https://blank_Nodes_IRI.org/1109,,,http://www.w3.org/2006/time#Instant,,,,,,,,,,,,,,2025-01-12T01:00:00+01:00
https://blank_Nodes_IRI.org/1102,,,http://www.w3.org/2006/time#Instant,,,,,,,,,,,,,,2021-01-01T01:00:00+01:00
https://blank_Nodes_IRI.org/911,,,https://purl.org/geojson/vocab#Point,,,,,,,,,,,,,,,https://blank_Nodes_IRI.org/1110
https://blank_Nodes_IRI.org/912,,,http://www.w3.org/2006/vcard/ns#VCard,,,,,,,,,,,,,,,,https://www.gotobrno.cz/akce/vanoce-v-brnenske-katedrale/,"TIC, Brno city-owned company","TIC, příspěvová organizace města"
https://blank_Nodes_IRI.org/914,https://www.gotobrno.cz/wp-content/uploads/2024/12/church-7498969_1920.jpg,http://www.iana.org/assignments/media-types/image/jpeg,http://schema.org/CreativeWork,https://blank_Nodes_IRI.org/1111,https://blank_Nodes_IRI.org/1112,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/1111,,,https://slovník.gov.cz/generický/podmínky-užití/pojem/podmínky-užití,,,false,https://creativecommons.org/licenses/by/4.0/,true,false,false,false,,,,,,,,,,
https://blank_Nodes_IRI.org/1112,,,http://www.w3.org/ns/regorg#RegisteredOrganization,,,,,,,,,00101460,Turisticko informační centrum (TIC),,,,,,,,
https://blank_Nodes_IRI.org/957,,,http://schema.org/Schedule,,,,,,,,,,,https://blank_Nodes_IRI.org/1113,,,,,,,
https://blank_Nodes_IRI.org/1113,,,http://www.w3.org/2006/time#ProperInterval,,,,,,,,,,,,https://blank_Nodes_IRI.org/1114,https://blank_Nodes_IRI.org/1115,,,,,
https://blank_Nodes_IRI.org/1114,,,http://www.w3.org/2006/time#Instant,,,,,,,,,,,,,,2024-12-24T01:00:00+01:00,,,,
https://blank_Nodes_IRI.org/1115,,,http://www.w3.org/2006/time#Instant,,,,,,,,,,,,,,2024-12-26T01:00:00+01:00,,,,
https://blank_Nodes_IRI.org/1103,,,http://www.w3.org/2006/time#Instant,,,,,,,,,,,,,,2050-12-31T01:00:00+01:00,,,,
https://blank_Nodes_IRI.org/958,,,https://purl.org/geojson/vocab#Point,,,,,,,,,,,,,,,https://blank_Nodes_IRI.org/1116,,,
https://blank_Nodes_IRI.org/959,,,http://www.w3.org/2006/vcard/ns#VCard,,,,,,,,,,,,,,,,https://www.gotobrno.cz/akce/vanocni-tradice-a-povanocni-hody-v-efi-hostinci-osmec/,"TIC, Brno city-owned company","TIC, příspěvová organizace města"
https://blank_Nodes_IRI.org/961,https://www.gotobrno.cz/wp-content/uploads/2024/11/b99a4a56-6c8a-40cc-87fa-afd149c10a38-15682-00000b4a998862fa.jpg,http://www.iana.org/assignments/media-types/image/jpeg,http://schema.org/CreativeWork,https://blank_Nodes_IRI.org/1117,https://blank_Nodes_IRI.org/1118,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/1117,,,https://slovník.gov.cz/generický/podmínky-užití/pojem/podmínky-užití,,,false,https://creativecommons.org/licenses/by/4.0/,true,false,false,false,,,,,,,,,,
https://blank_Nodes_IRI.org/1118,,,http://www.w3.org/ns/regorg#RegisteredOrganization,,,,,,,,,00101460,Turisticko informační centrum (TIC),,,,,,,,
https://blank_Nodes_IRI.org/870,,,http://schema.org/Schedule,,,,,,,,,,,https://blank_Nodes_IRI.org/1119,,,,,,,
https://blank_Nodes_IRI.org/1119,,,http://www.w3.org/2006/time#ProperInterval,,,,,,,,,,,,https://blank_Nodes_IRI.org/1120,https://blank_Nodes_IRI.org/1121,,,,,
https://blank_Nodes_IRI.org/1120,,,http://www.w3.org/2006/time#Instant,,,,,,,,,,,,,,2024-12-25T01:00:00+01:00,,,,
https://blank_Nodes_IRI.org/1121,,,http://www.w3.org/2006/time#Instant,,,,,,,,,,,,,,2024-12-25T01:00:00+01:00,,,,
https://blank_Nodes_IRI.org/717,,,https://purl.org/geojson/vocab#Point,,,,,,,,,,,,,,,https://blank_Nodes_IRI.org/1122,,,
https://blank_Nodes_IRI.org/871,,,https://purl.org/geojson/vocab#Point,,,,,,,,,,,,,,,https://blank_Nodes_IRI.org/1123,,,
https://blank_Nodes_IRI.org/872,,,http://www.w3.org/2006/vcard/ns#VCard,,,,,,,,,,,,,,,,https://www.gotobrno.cz/akce/tradicni-vanocni-koncert-kantileny-2/,"TIC, Brno city-owned company","TIC, příspěvová organizace města"
https://blank_Nodes_IRI.org/874,https://www.gotobrno.cz/wp-content/uploads/2024/10/kk-3-scaled.jpg,http://www.iana.org/assignments/media-types/image/jpeg,http://schema.org/CreativeWork,https://blank_Nodes_IRI.org/1124,https://blank_Nodes_IRI.org/1125,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/1124,,,https://slovník.gov.cz/generický/podmínky-užití/pojem/podmínky-užití,,,false,https://creativecommons.org/licenses/by/4.0/,true,false,false,false,,,,,,,,,,
https://blank_Nodes_IRI.org/1125,,,http://www.w3.org/ns/regorg#RegisteredOrganization,,,,,,,,,00101460,Turisticko informační centrum (TIC),,,,,,,,
https://blank_Nodes_IRI.org/106,,,http://schema.org/Schedule,,,,,,,,,,,https://blank_Nodes_IRI.org/1126,,,,,,,
https://blank_Nodes_IRI.org/1126,,,http://www.w3.org/2006/time#ProperInterval,,,,,,,,,,,,https://blank_Nodes_IRI.org/1127,https://blank_Nodes_IRI.org/1128,,,,,
https://blank_Nodes_IRI.org/1127,,,http://www.w3.org/2006/time#Instant,,,,,,,,,,,,,,2024-12-26T01:00:00+01:00,,,,
https://blank_Nodes_IRI.org/1128,,,http://www.w3.org/2006/time#Instant,,,,,,,,,,,,,,2024-12-26T01:00:00+01:00,,,,
https://blank_Nodes_IRI.org/171,,,http://www.w3.org/2006/vcard/ns#VCard,,,,,,,,,,,,,,,,https://www.gotobrno.cz/akce/degustace-portskych-vin-2/,"TIC, Brno city-owned company","TIC, příspěvová organizace města",mailto:info@zportugalska.cz
https://blank_Nodes_IRI.org/173,https://www.gotobrno.cz/wp-content/uploads/2019/06/spilberk-panorama-gabzdyl.jpg,http://www.iana.org/assignments/media-types/image/jpeg,http://schema.org/CreativeWork,https://blank_Nodes_IRI.org/1450,https://blank_Nodes_IRI.org/1451,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/1437,,,http://www.w3.org/2006/time#Instant,,,,,,,,,,,,,,2025-05-07T02:00:00+02:00,,,,,
https://blank_Nodes_IRI.org/1450,,,https://slovník.gov.cz/generický/podmínky-užití/pojem/podmínky-užití,,,false,https://creativecommons.org/licenses/by/4.0/,true,false,false,false,,,,,,,,,,,
https://blank_Nodes_IRI.org/1451,,,http://www.w3.org/ns/regorg#RegisteredOrganization,,,,,,,,,00101460,Turisticko informační centrum (TIC),,,,,,,,,
https://blank_Nodes_IRI.org/526,,,http://schema.org/Schedule,,,,,,,,,,,https://blank_Nodes_IRI.org/1452,,,,,,,,
https://blank_Nodes_IRI.org/1452,,,http://www.w3.org/2006/time#ProperInterval,,,,,,,,,,,,https://blank_Nodes_IRI.org/1453,https://blank_Nodes_IRI.org/1454,,,,,,
https://blank_Nodes_IRI.org/1453,,,http://www.w3.org/2006/time#Instant,,,,,,,,,,,,,,2025-01-30T01:00:00+01:00,,,,,
https://blank_Nodes_IRI.org/1454,,,http://www.w3.org/2006/time#Instant,,,,,,,,,,,,,,2025-01-30T01:00:00+01:00,,,,,
https://blank_Nodes_IRI.org/527,,,https://purl.org/geojson/vocab#Point,,,,,,,,,,,,,,,https://blank_Nodes_IRI.org/1455,,,,
https://blank_Nodes_IRI.org/528,,,http://www.w3.org/2006/vcard/ns#VCard,,,,,,,,,,,,,,,,https://www.gotobrno.cz/akce/metamorfozy/,"TIC, Brno city-owned company","TIC, příspěvová organizace města",mailto:predprodej@filharmonie-brno.cz
https://blank_Nodes_IRI.org/530,https://www.gotobrno.cz/wp-content/uploads/2024/10/ivan-studio-scaled.jpg,http://www.iana.org/assignments/media-types/image/jpeg,http://schema.org/CreativeWork,https://blank_Nodes_IRI.org/1456,https://blank_Nodes_IRI.org/1457,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/891,,,https://purl.org/geojson/vocab#Point,,,,,,,,,,,,,,,https://blank_Nodes_IRI.org/1458,,,,
https://blank_Nodes_IRI.org/1456,,,https://slovník.gov.cz/generický/podmínky-užití/pojem/podmínky-užití,,,false,https://creativecommons.org/licenses/by/4.0/,true,false,false,false,,,,,,,,,,,
https://blank_Nodes_IRI.org/1457,,,http://www.w3.org/ns/regorg#RegisteredOrganization,,,,,,,,,00101460,Turisticko informační centrum (TIC),,,,,,,,,
https://blank_Nodes_IRI.org/57,,,http://schema.org/Schedule,,,,,,,,,,,https://blank_Nodes_IRI.org/1459,,,,,,,,
https://blank_Nodes_IRI.org/1459,,,http://www.w3.org/2006/time#ProperInterval,,,,,,,,,,,,https://blank_Nodes_IRI.org/1460,https://blank_Nodes_IRI.org/1461,,,,,,
https://blank_Nodes_IRI.org/1460,,,http://www.w3.org/2006/time#Instant,,,,,,,,,,,,,,2025-01-31T01:00:00+01:00,,,,,
https://blank_Nodes_IRI.org/1461,,,http://www.w3.org/2006/time#Instant,,,,,,,,,,,,,,2025-01-31T01:00:00+01:00,,,,,
https://blank_Nodes_IRI.org/58,,,https://purl.org/geojson/vocab#Point,,,,,,,,,,,,,,,https://blank_Nodes_IRI.org/1462,,,,
https://blank_Nodes_IRI.org/59,,,http://www.w3.org/2006/vcard/ns#VCard,,,,,,,,,,,,,,,,https://www.gotobrno.cz/akce/az-na-ten-konec-dobry/,"TIC, Brno city-owned company","TIC, příspěvová organizace města",mailto:predprodej@mdb.cz
https://blank_Nodes_IRI.org/60,https://www.gotobrno.cz/wp-content/uploads/2017/06/mestske-divadlo-brno.jpg,http://www.iana.org/assignments/media-types/image/jpeg,http://schema.org/CreativeWork,https://blank_Nodes_IRI.org/1463,https://blank_Nodes_IRI.org/1464,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/1463,,,https://slovník.gov.cz/generický/podmínky-užití/pojem/podmínky-užití,,,false,https://creativecommons.org/licenses/by/4.0/,true,false,false,false,,,,,,,,,,,
https://blank_Nodes_IRI.org/892,,,http://www.w3.org/2006/vcard/ns#VCard,,,,,,,,,,,,,,,,https://www.gotobrno.cz/akce/unikova-hra-zaklety-cirkus-pro-deti-7-10-let/,"TIC, Brno city-owned company","TIC, příspěvová organizace města",mailto:info@mysteryroom.cz
https://blank_Nodes_IRI.org/1464,,,http://www.w3.org/ns/regorg#RegisteredOrganization,,,,,,,,,00101460,Turisticko informační centrum (TIC),,,,,,,,,
https://blank_Nodes_IRI.org/325,,,http://schema.org/Schedule,,,,,,,,,,,https://blank_Nodes_IRI.org/1465,,,,,,,,
https://blank_Nodes_IRI.org/1465,,,http://www.w3.org/2006/time#ProperInterval,,,,,,,,,,,,https://blank_Nodes_IRI.org/1466,https://blank_Nodes_IRI.org/1467,,,,,,
https://blank_Nodes_IRI.org/1466,,,http://www.w3.org/2006/time#Instant,,,,,,,,,,,,,,2025-02-01T01:00:00+01:00,,,,,
https://blank_Nodes_IRI.org/1467,,,http://www.w3.org/2006/time#Instant,,,,,,,,,,,,,,2025-05-12T02:00:00+02:00,,,,,
https://blank_Nodes_IRI.org/326,,,https://purl.org/geojson/vocab#Point,,,,,,,,,,,,,,,https://blank_Nodes_IRI.org/1468,,,,
https://blank_Nodes_IRI.org/327,,,http://www.w3.org/2006/vcard/ns#VCard,,,,,,,,,,,,,,,,https://www.gotobrno.cz/akce/jazzfestbrno/,"TIC, Brno city-owned company","TIC, příspěvová organizace města",mailto:info@jazzfestbrno.cz
https://blank_Nodes_IRI.org/328,https://www.gotobrno.cz/wp-content/uploads/2017/12/jazzfest-1-scaled.jpg,http://www.iana.org/assignments/media-types/image/jpeg,http://schema.org/CreativeWork,https://blank_Nodes_IRI.org/1469,https://blank_Nodes_IRI.org/1470,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/1469,,,https://slovník.gov.cz/generický/podmínky-užití/pojem/podmínky-užití,,,false,https://creativecommons.org/licenses/by/4.0/,true,false,false,false,,,,,,,,,,,
https://blank_Nodes_IRI.org/1470,,,http://www.w3.org/ns/regorg#RegisteredOrganization,,,,,,,,,00101460,Turisticko informační centrum (TIC),,,,,,,,,
https://blank_Nodes_IRI.org/424,,,http://schema.org/Schedule,,,,,,,,,,,https://blank_Nodes_IRI.org/1471,,,,,,,,
https://blank_Nodes_IRI.org/1471,,,http://www.w3.org/2006/time#ProperInterval,,,,,,,,,,,,https://blank_Nodes_IRI.org/1472,https://blank_Nodes_IRI.org/1473,,,,,,
https://blank_Nodes_IRI.org/1472,,,http://www.w3.org/2006/time#Instant,,,,,,,,,,,,,,2025-02-01T01:00:00+01:00,,,,,
https://blank_Nodes_IRI.org/1473,,,http://www.w3.org/2006/time#Instant,,,,,,,,,,,,,,2025-02-01T01:00:00+01:00,,,,,
https://blank_Nodes_IRI.org/425,,,https://purl.org/geojson/vocab#Point,,,,,,,,,,,,,,,https://blank_Nodes_IRI.org/1474,,,,
https://blank_Nodes_IRI.org/426,,,http://www.w3.org/2006/vcard/ns#VCard,,,,,,,,,,,,,,,,https://www.gotobrno.cz/akce/kviz-open25/,"TIC, Brno city-owned company","TIC, příspěvová organizace města",mailto:tom@chytrykviz.cz
https://blank_Nodes_IRI.org/428,https://www.gotobrno.cz/wp-content/uploads/2024/10/432172356_793929319427151_3740849475386088378_n.jpg,http://www.iana.org/assignments/media-types/image/jpeg,http://schema.org/CreativeWork,https://blank_Nodes_IRI.org/1475,https://blank_Nodes_IRI.org/1476,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/1475,,,https://slovník.gov.cz/generický/podmínky-užití/pojem/podmínky-užití,,,false,https://creativecommons.org/licenses/by/4.0/,true,false,false,false,,,,,,,,,,,
https://blank_Nodes_IRI.org/1476,,,http://www.w3.org/ns/regorg#RegisteredOrganization,,,,,,,,,00101460,Turisticko informační centrum (TIC),,,,,,,,,
https://blank_Nodes_IRI.org/894,https://www.gotobrno.cz/wp-content/uploads/2024/05/mask-g556d1a5ff_1920.jpg,http://www.iana.org/assignments/media-types/image/jpeg,http://schema.org/CreativeWork,https://blank_Nodes_IRI.org/1477,https://blank_Nodes_IRI.org/1478,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/486,,,http://schema.org/Schedule,,,,,,,,,,,https://blank_Nodes_IRI.org/1479,,,,,,,,
https://blank_Nodes_IRI.org/1479,,,http://www.w3.org/2006/time#ProperInterval,,,,,,,,,,,,https://blank_Nodes_IRI.org/1480,https://blank_Nodes_IRI.org/1481,,,,,,
https://blank_Nodes_IRI.org/1480,,,http://www.w3.org/2006/time#Instant,,,,,,,,,,,,,,2025-02-07T01:00:00+01:00,,,,,
https://blank_Nodes_IRI.org/1481,,,http://www.w3.org/2006/time#Instant,,,,,,,,,,,,,,2025-02-07T01:00:00+01:00,,,,,
https://blank_Nodes_IRI.org/487,,,https://purl.org/geojson/vocab#Point,,,,,,,,,,,,,,,https://blank_Nodes_IRI.org/1482,,,,
https://blank_Nodes_IRI.org/488,,,http://www.w3.org/2006/vcard/ns#VCard,,,,,,,,,,,,,,,,https://www.gotobrno.cz/akce/manon-lescaut/,"TIC, Brno city-owned company","TIC, příspěvová organizace města",mailto:obchodni@ndbrno.cz
https://blank_Nodes_IRI.org/489,https://www.gotobrno.cz/wp-content/uploads/2018/12/janackovo-divadlo.jpg,http://www.iana.org/assignments/media-types/image/jpeg,http://schema.org/CreativeWork,https://blank_Nodes_IRI.org/1483,https://blank_Nodes_IRI.org/1484,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/1483,,,https://slovník.gov.cz/generický/podmínky-užití/pojem/podmínky-užití,,,false,https://creativecommons.org/licenses/by/4.0/,true,false,false,false,,,,,,,,,,,
https://blank_Nodes_IRI.org/1484,,,http://www.w3.org/ns/regorg#RegisteredOrganization,,,,,,,,,00101460,Turisticko informační centrum (TIC),,,,,,,,,
https://blank_Nodes_IRI.org/1091,,,http://schema.org/Schedule,,,,,,,,,,,https://blank_Nodes_IRI.org/1485,,,,,,,,
https://blank_Nodes_IRI.org/1477,,,https://slovník.gov.cz/generický/podmínky-užití/pojem/podmínky-užití,,,false,https://creativecommons.org/licenses/by/4.0/,true,false,false,false,,,,,,,,,,,
https://blank_Nodes_IRI.org/1485,,,http://www.w3.org/2006/time#ProperInterval,,,,,,,,,,,,https://blank_Nodes_IRI.org/1486,https://blank_Nodes_IRI.org/1487,,,,,,
https://blank_Nodes_IRI.org/1486,,,http://www.w3.org/2006/time#Instant,,,,,,,,,,,,,,2025-02-09T01:00:00+01:00,,,,,
https://blank_Nodes_IRI.org/1487,,,http://www.w3.org/2006/time#Instant,,,,,,,,,,,,,,2025-02-09T01:00:00+01:00,,,,,
https://blank_Nodes_IRI.org/1092,,,https://purl.org/geojson/vocab#Point,,,,,,,,,,,,,,,https://blank_Nodes_IRI.org/1488,,,,
https://blank_Nodes_IRI.org/1093,,,http://www.w3.org/2006/vcard/ns#VCard,,,,,,,,,,,,,,,,https://www.gotobrno.cz/akce/ztizena-moznost-soustredeni/,"TIC, Brno city-owned company","TIC, příspěvová organizace města",mailto:obchodni@ndbrno.cz
https://blank_Nodes_IRI.org/1094,https://www.gotobrno.cz/wp-content/uploads/2019/03/0lb7643b-1.jpg,http://www.iana.org/assignments/media-types/image/jpeg,http://schema.org/CreativeWork,https://blank_Nodes_IRI.org/1489,https://blank_Nodes_IRI.org/1490,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/1489,,,https://slovník.gov.cz/generický/podmínky-užití/pojem/podmínky-užití,,,false,https://creativecommons.org/licenses/by/4.0/,true,false,false,false,,,,,,,,,,,
https://blank_Nodes_IRI.org/1490,,,http://www.w3.org/ns/regorg#RegisteredOrganization,,,,,,,,,00101460,Turisticko informační centrum (TIC),,,,,,,,,
https://blank_Nodes_IRI.org/1005,,,http://schema.org/Schedule,,,,,,,,,,,https://blank_Nodes_IRI.org/1491,,,,,,,,
https://blank_Nodes_IRI.org/1491,,,http://www.w3.org/2006/time#ProperInterval,,,,,,,,,,,,https://blank_Nodes_IRI.org/1492,https://blank_Nodes_IRI.org/1493,,,,,,
https://blank_Nodes_IRI.org/1478,,,http://www.w3.org/ns/regorg#RegisteredOrganization,,,,,,,,,00101460,Turisticko informační centrum (TIC),,,,,,,,,
https://blank_Nodes_IRI.org/1492,,,http://www.w3.org/2006/time#Instant,,,,,,,,,,,,,,2025-02-10T01:00:00+01:00,,,,,
https://blank_Nodes_IRI.org/1493,,,http://www.w3.org/2006/time#Instant,,,,,,,,,,,,,,2025-02-10T01:00:00+01:00,,,,,
https://blank_Nodes_IRI.org/1006,,,https://purl.org/geojson/vocab#Point,,,,,,,,,,,,,,,https://blank_Nodes_IRI.org/1494,,,,
https://blank_Nodes_IRI.org/1007,,,http://www.w3.org/2006/vcard/ns#VCard,,,,,,,,,,,,,,,,https://www.gotobrno.cz/akce/velvet-suicide-the-legendary-pink-dots-nl-uk/,"TIC, Brno city-owned company","TIC, příspěvová organizace města",
https://blank_Nodes_IRI.org/1008,https://www.gotobrno.cz/wp-content/uploads/2024/11/671b8ce61cf79.jpg,http://www.iana.org/assignments/media-types/image/jpeg,http://schema.org/CreativeWork,https://blank_Nodes_IRI.org/1495,https://blank_Nodes_IRI.org/1496,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/1495,,,https://slovník.gov.cz/generický/podmínky-užití/pojem/podmínky-užití,,,false,https://creativecommons.org/licenses/by/4.0/,true,false,false,false,,,,,,,,,,,
https://blank_Nodes_IRI.org/1496,,,http://www.w3.org/ns/regorg#RegisteredOrganization,,,,,,,,,00101460,Turisticko informační centrum (TIC),,,,,,,,,
https://blank_Nodes_IRI.org/125,,,http://schema.org/Schedule,,,,,,,,,,,https://blank_Nodes_IRI.org/1497,,,,,,,,
https://blank_Nodes_IRI.org/1497,,,http://www.w3.org/2006/time#ProperInterval,,,,,,,,,,,,https://blank_Nodes_IRI.org/1498,https://blank_Nodes_IRI.org/1499,,,,,,
https://blank_Nodes_IRI.org/1498,,,http://www.w3.org/2006/time#Instant,,,,,,,,,,,,,,2025-02-12T01:00:00+01:00,,,,,
https://blank_Nodes_IRI.org/560,,,http://schema.org/Schedule,,,,,,,,,,,https://blank_Nodes_IRI.org/1500,,,,,,,,
https://blank_Nodes_IRI.org/1499,,,http://www.w3.org/2006/time#Instant,,,,,,,,,,,,,,2025-05-14T02:00:00+02:00,,,,,
https://blank_Nodes_IRI.org/126,,,https://purl.org/geojson/vocab#Point,,,,,,,,,,,,,,,https://blank_Nodes_IRI.org/1501,,,,
https://blank_Nodes_IRI.org/127,,,http://www.w3.org/2006/vcard/ns#VCard,,,,,,,,,,,,,,,,https://www.gotobrno.cz/akce/cine-club-poezie-skutecnosti/,"TIC, Brno city-owned company","TIC, příspěvová organizace města",mailto:pomezios@gmail.com
https://blank_Nodes_IRI.org/129,https://www.gotobrno.cz/wp-content/uploads/2024/12/poezie-skutecnosti-small.png,http://www.iana.org/assignments/media-types/image/png,http://schema.org/CreativeWork,https://blank_Nodes_IRI.org/1502,https://blank_Nodes_IRI.org/1503,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/1502,,,https://slovník.gov.cz/generický/podmínky-užití/pojem/podmínky-užití,,,false,https://creativecommons.org/licenses/by/4.0/,true,false,false,false,,,,,,,,,,,
https://blank_Nodes_IRI.org/1503,,,http://www.w3.org/ns/regorg#RegisteredOrganization,,,,,,,,,00101460,Turisticko informační centrum (TIC),,,,,,,,,
https://blank_Nodes_IRI.org/329,,,http://schema.org/Schedule,,,,,,,,,,,https://blank_Nodes_IRI.org/1504,,,,,,,,
https://blank_Nodes_IRI.org/1504,,,http://www.w3.org/2006/time#ProperInterval,,,,,,,,,,,,https://blank_Nodes_IRI.org/1505,https://blank_Nodes_IRI.org/1506,,,,,,
https://blank_Nodes_IRI.org/1505,,,http://www.w3.org/2006/time#Instant,,,,,,,,,,,,,,2025-02-14T01:00:00+01:00,,,,,
https://blank_Nodes_IRI.org/1500,,,http://www.w3.org/2006/time#ProperInterval,,,,,,,,,,,,https://blank_Nodes_IRI.org/1507,https://blank_Nodes_IRI.org/1508,,,,,,
https://blank_Nodes_IRI.org/1506,,,http://www.w3.org/2006/time#Instant,,,,,,,,,,,,,,2025-02-14T01:00:00+01:00,,,,,
https://blank_Nodes_IRI.org/330,,,https://purl.org/geojson/vocab#Point,,,,,,,,,,,,,,,https://blank_Nodes_IRI.org/1509,,,,
https://blank_Nodes_IRI.org/331,,,http://www.w3.org/2006/vcard/ns#VCard,,,,,,,,,,,,,,,,https://www.gotobrno.cz/akce/jedinecna-kubanska-show-pasion-de-buena-vista/,"TIC, Brno city-owned company","TIC, příspěvová organizace města",mailto:info@brnokoncert.cz
https://blank_Nodes_IRI.org/333,https://www.gotobrno.cz/wp-content/uploads/2017/06/sono-5.jpg,http://www.iana.org/assignments/media-types/image/jpeg,http://schema.org/CreativeWork,https://blank_Nodes_IRI.org/1510,https://blank_Nodes_IRI.org/1511,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/1510,,,https://slovník.gov.cz/generický/podmínky-užití/pojem/podmínky-užití,,,false,https://creativecommons.org/licenses/by/4.0/,true,false,false,false,,,,,,,,,,,
https://blank_Nodes_IRI.org/1511,,,http://www.w3.org/ns/regorg#RegisteredOrganization,,,,,,,,,00101460,Turisticko informační centrum (TIC),,,,,,,,,
https://blank_Nodes_IRI.org/905,,,http://schema.org/Schedule,,,,,,,,,,,https://blank_Nodes_IRI.org/1512,,,,,,,,
https://blank_Nodes_IRI.org/1512,,,http://www.w3.org/2006/time#ProperInterval,,,,,,,,,,,,https://blank_Nodes_IRI.org/1513,https://blank_Nodes_IRI.org/1514,,,,,,
https://blank_Nodes_IRI.org/1513,,,http://www.w3.org/2006/time#Instant,,,,,,,,,,,,,,2025-02-14T01:00:00+01:00,,,,,
https://blank_Nodes_IRI.org/1444,,,https://slovník.gov.cz/generický/podmínky-užití/pojem/podmínky-užití,,,false,https://creativecommons.org/licenses/by/4.0/,true,false,false,false,,,,,,,,,,,
https://blank_Nodes_IRI.org/1507,,,http://www.w3.org/2006/time#Instant,,,,,,,,,,,,,,2024-05-15T02:00:00+02:00,,,,,
https://blank_Nodes_IRI.org/1514,,,http://www.w3.org/2006/time#Instant,,,,,,,,,,,,,,2025-02-14T01:00:00+01:00,,,,,
https://blank_Nodes_IRI.org/906,,,https://purl.org/geojson/vocab#Point,,,,,,,,,,,,,,,https://blank_Nodes_IRI.org/1515,,,,
https://blank_Nodes_IRI.org/907,,,http://www.w3.org/2006/vcard/ns#VCard,,,,,,,,,,,,,,,,https://www.gotobrno.cz/akce/valentynsky-networking-kde-se-setkavaji-duse-a-srdce/,"TIC, Brno city-owned company","TIC, příspěvová organizace města",mailto:info@brusinkabrno.cz
https://blank_Nodes_IRI.org/909,https://www.gotobrno.cz/wp-content/uploads/2024/12/stazeny-soubor-1.png,http://www.iana.org/assignments/media-types/image/png,http://schema.org/CreativeWork,https://blank_Nodes_IRI.org/1516,https://blank_Nodes_IRI.org/1517,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/1516,,,https://slovník.gov.cz/generický/podmínky-užití/pojem/podmínky-užití,,,false,https://creativecommons.org/licenses/by/4.0/,true,false,false,false,,,,,,,,,,,
https://blank_Nodes_IRI.org/1517,,,http://www.w3.org/ns/regorg#RegisteredOrganization,,,,,,,,,00101460,Turisticko informační centrum (TIC),,,,,,,,,
https://blank_Nodes_IRI.org/467,,,http://schema.org/Schedule,,,,,,,,,,,https://blank_Nodes_IRI.org/1518,,,,,,,,
https://blank_Nodes_IRI.org/1518,,,http://www.w3.org/2006/time#ProperInterval,,,,,,,,,,,,https://blank_Nodes_IRI.org/1519,https://blank_Nodes_IRI.org/1520,,,,,,
https://blank_Nodes_IRI.org/1519,,,http://www.w3.org/2006/time#Instant,,,,,,,,,,,,,,2025-02-17T01:00:00+01:00,,,,,
https://blank_Nodes_IRI.org/1508,,,http://www.w3.org/2006/time#Instant,,,,,,,,,,,,,,2024-12-29T01:00:00+01:00,,,,,
https://blank_Nodes_IRI.org/1520,,,http://www.w3.org/2006/time#Instant,,,,,,,,,,,,,,2025-02-17T01:00:00+01:00,,,,,
https://blank_Nodes_IRI.org/468,,,https://purl.org/geojson/vocab#Point,,,,,,,,,,,,,,,https://blank_Nodes_IRI.org/1521,,,,
